run,timestamp,lasso_alpha,lasso_max_iter,LR_type,LR_alpha,LR_max_iter,RF_type,RF_n_estimators,RF_max_depth,RF_min_samples_leaf,RF_min_samples_split,RF_max_features,RF_random_state,RF_n_jobs,GB_type,GB_objective,GB_boosting_type,GB_num_leaves,GB_max_depth,GB_learning_rate,GB_n_estimators,GB_min_child_samples,GB_subsample,GB_colsample_bytree,GB_reg_alpha,GB_reg_lambda,GB_random_state,GB_n_jobs,GB_verbose,device,input_length,pred_length,valid_length,features_in_future,batch_size,learning_rate,weight_decay,dropout,min_delta,patch_length,stride,geo_block_ratio,lambda_cross,lambda_coverage,lambda_deriv,lambda_median,smoothing_cross,saturation_cold_degC,threshold_cold_degC,lambda_cold,epochs,model_dim,warmup_steps,patience,num_layers,num_heads,ffn_size,num_geo_blocks,num_patches,quantiles_0,quantiles_1,quantiles_2,quantiles_3,quantiles_4,metaNN_batch_size,metaNN_learning_rate,metaNN_weight_decay,metaNN_dropout,metaNN_patience,metaNN_factor,metaNN_device,metaNN_epochs,metaNN_num_cells_0,metaNN_num_cells_1,q10,q25,q50,q75,q90,avg_weight_meta_NN_NN,avg_weight_meta_NN_LR,avg_weight_meta_NN_RF,avg_weight_meta_NN_GB,test_NN_bias,test_NN_RMSE,test_NN_MAE,test_LR_bias,test_LR_RMSE,test_LR_MAE,test_RF_bias,test_RF_RMSE,test_RF_MAE,test_GB_bias,test_GB_RMSE,test_GB_MAE,test_meta_LR_bias,test_meta_LR_RMSE,test_meta_LR_MAE,test_meta_NN_bias,test_meta_NN_RMSE,test_meta_NN_MAE,avg_abs_worst_days_train,overall_loss
276,2026-01-06 12:32:00,0.02044,2000,lasso,0.005205,2000,rf,510,20,13,19,sqrt,0,4,lgbm,regression,gbdt,15,5,0.11136,500,23,0.831904,0.81637,0.107864,0.150924,0,4,-1,cuda,672,72,48,True,96,19713.12611,1.129449,0.141314,0.025255,24,12,1,1.513009,0.768624,0.056635,0.744133,0.009146,-4.8,3.2,0.100039,38,156,2150,5,5,4,5,2,61,0.1,0.25,0.5,0.75,0.9,128,186.58327,8.563928,0.067333,4,0.7,cuda,12,32,24,0.097752,0.074281,0.096523,0.044035,0.015258,0.094624,0.244034,0.223934,0.437408,0.540384,3.6912,2.7043,-0.506439,2.7644,2.221,1.415095,2.61,1.9751,0.827582,2.06,1.5935,0.112028,1.762,1.3461,0.52162,1.8287,1.3967,2.0,4.2431
277,2026-01-06 12:33:00,0.015736,2000,lasso,0.021141,2000,rf,480,18,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.048834,490,25,0.823864,0.784623,0.091542,0.104404,0,4,-1,cuda,672,72,48,True,64,23937.65917,0.715155,0.143651,0.026265,24,12,1,1.133055,0.746573,0.256783,0.627958,0.036019,-5.2,2.7,0.064994,35,156,2300,5,2,3,4,3,61,0.1,0.25,0.5,0.75,0.9,512,155.979754,9.496449,0.055594,4,0.7,cuda,11,40,20,0.207104,0.322092,0.298771,0.173171,0.067236,0.145908,0.271541,0.277178,0.305373,1.777092,3.262,2.6297,-0.41377,2.725,2.1904,1.492037,2.6435,2.0084,0.920668,2.0921,1.6154,0.294057,1.8331,1.4031,0.816513,2.074,1.6033,2.0,5.5405
278,2026-01-06 12:35:00,0.009297,2000,lasso,0.024269,2000,rf,540,20,18,18,sqrt,0,4,lgbm,regression,gbdt,31,3,0.044479,510,20,0.805526,0.805328,0.129847,0.129885,0,4,-1,cuda,672,72,48,True,32,17576.45903,0.4041,0.077096,0.024577,24,12,1,1.582235,0.596654,0.0444,0.338437,0.028595,-4.8,3.3,0.021897,31,96,2550,4,4,4,3,3,61,0.1,0.25,0.5,0.75,0.9,128,195.477399,4.106509,0.138036,4,0.7,cuda,13,40,24,0.085312,0.126559,0.12503,0.079706,0.030635,0.193498,0.306768,0.232388,0.267345,0.540316,2.6726,2.05,-0.393219,2.7203,2.1871,1.572584,2.811,2.1251,1.153283,2.3433,1.8362,0.133025,1.9608,1.498,0.555687,1.9644,1.5002,2.0,4.2272
279,2026-01-06 12:37:00,0.018548,2000,lasso,0.019203,2000,rf,460,20,17,20,sqrt,0,4,lgbm,regression,gbdt,15,4,0.053674,500,21,0.87538,0.870159,0.087669,0.109468,0,4,-1,cuda,672,72,48,True,64,33980.54006,0.003934,0.034168,0.027397,24,12,1,0.788159,0.685871,0.215849,0.4219,0.044937,-4.6,3.1,0.020685,40,126,2350,5,3,6,5,3,61,0.1,0.25,0.5,0.75,0.9,128,217.484261,3.548036,0.10211,4,0.7,cuda,15,40,16,0.074161,0.105905,0.093825,0.036391,0.024311,0.163925,0.247697,0.2012,0.387177,0.459525,2.1415,1.6556,-0.424944,2.7283,2.1928,1.465672,2.6644,2.0167,0.869153,2.1291,1.631,0.1412,1.8679,1.4323,0.530203,1.8621,1.419,2.0,3.9699
280,2026-01-06 12:39:00,0.022058,2000,lasso,0.020306,2000,rf,490,19,15,17,sqrt,0,4,lgbm,regression,gbdt,31,5,0.051054,490,20,0.795119,0.960141,0.09635,0.091445,0,4,-1,cuda,672,72,48,True,96,6080.582055,0.199474,0.110516,0.02695,24,12,1,1.220424,0.84127,0.244771,0.707738,0.048378,-5.5,2.8,0.044888,23,125,1600,5,2,5,3,3,61,0.1,0.25,0.5,0.75,0.9,512,395.664949,0.455333,0.059398,4,0.7,cuda,12,32,20,0.03723,0.060192,0.089628,0.073052,0.052548,0.121347,0.302566,0.187802,0.388285,0.57344,3.2858,2.448,-0.418569,2.7264,2.1914,1.51339,2.6723,2.02,1.066655,2.1907,1.6761,0.282949,1.8582,1.4122,0.574884,2.0933,1.5893,2.0,3.8828
281,2026-01-06 12:40:00,0.019382,2000,lasso,0.02273,2000,rf,500,20,14,19,sqrt,0,4,lgbm,regression,gbdt,15,5,0.091721,500,23,0.881748,0.910619,0.103222,0.086039,0,4,-1,cuda,672,72,48,True,64,8773.349423,0.574204,0.086131,0.024892,24,12,1,0.923286,0.725281,0.298195,0.436974,0.010491,-5.2,3.6,0.021422,28,156,2250,8,4,4,5,2,61,0.1,0.25,0.5,0.75,0.9,256,170.18329,5.85777,0.053121,4,0.7,cuda,12,48,20,0.071793,0.106265,0.078297,0.034472,0.02536,0.188232,0.186396,0.295159,0.330213,0.407961,2.7018,2.0438,-0.403978,2.7222,2.1884,1.440635,2.5836,1.9629,0.892604,2.0513,1.5939,0.248936,1.8204,1.4001,0.703074,1.9432,1.4888,2.0,4.0513
282,2026-01-06 12:42:00,0.023439,2000,lasso,0.016748,2000,rf,530,15,15,21,sqrt,0,4,lgbm,regression,gbdt,31,4,0.047093,480,23,0.893125,0.82841,0.078733,0.096531,0,4,-1,cuda,672,72,48,True,96,16069.90025,0.367757,0.11525,0.025899,24,12,1,0.505922,0.747678,0.223331,0.787662,0.020025,-4.8,2.9,0.06191,29,95,1800,5,3,5,6,7,61,0.1,0.25,0.5,0.75,0.9,128,576.74281,1.956456,0.072714,4,0.7,cuda,14,40,20,0.194155,0.330456,0.304826,0.179347,0.071253,0.070154,0.30556,0.220204,0.404081,1.936481,3.2249,2.6335,-0.4429,2.7338,2.1968,1.501973,2.6821,2.036,1.283735,2.33,1.8186,0.29403,1.9089,1.4665,0.708819,1.9585,1.4991,2.0,5.423
283,2026-01-06 12:46:00,0.01417,2000,lasso,0.018031,2000,rf,510,19,16,18,sqrt,0,4,lgbm,regression,gbdt,15,3,0.027925,510,20,0.814093,0.794174,0.250145,0.102611,0,4,-1,cuda,672,72,48,True,64,39180.26661,0.820811,0.074353,0.025446,24,12,1,1.476662,0.780731,0.25183,0.764314,0.015426,-5.3,3.1,0.020676,39,128,3750,5,2,4,4,4,61,0.1,0.25,0.5,0.75,0.9,128,205.444389,8.852208,0.118392,4,0.7,cuda,12,40,16,0.201829,0.269215,0.264269,0.152038,0.058483,0.07992,0.313258,0.239718,0.367103,1.836129,3.7351,2.9361,-0.430227,2.7291,2.1931,1.546318,2.7582,2.0802,1.272217,2.5128,1.9495,0.246606,2.0658,1.5778,0.824537,2.1586,1.6502,2.0,5.5943
284,2026-01-06 12:47:00,0.017384,2000,ridge,0.500609,2000,rf,500,20,15,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.06139,500,20,0.916489,0.97426,0.092899,0.080202,0,4,-1,cuda,672,72,48,True,64,11628.34267,0.002964,0.052014,0.024267,24,12,1,1.067034,0.702247,0.012087,0.727253,0.031842,-4.8,3.2,0.044162,31,155,2500,5,4,5,5,3,61,0.1,0.25,0.5,0.75,0.9,512,648.406467,6.099749,0.064238,4,0.7,cuda,11,40,20,0.01277,0.013549,-0.013849,-0.027668,-0.005755,0.197867,0.258305,0.190706,0.353122,-0.196719,2.4426,1.8889,-0.507209,2.7659,2.2162,1.46097,2.6423,2.0011,0.964127,2.0964,1.6285,0.082674,1.8115,1.4006,0.401047,1.8623,1.4298,2.0,3.357
285,2026-01-06 12:49:00,0.016376,2000,ridge,0.500435,2000,rf,480,21,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.056825,490,20,0.934427,0.975431,0.085322,0.08128,0,4,-1,cuda,672,72,48,True,96,13334.68897,0.185425,0.035198,0.026697,24,12,1,1.043988,0.662344,0.005195,0.721137,0.034307,-4.7,3.2,0.081896,31,156,2450,5,2,4,5,3,61,0.1,0.25,0.5,0.75,0.9,128,638.479447,6.033428,0.066067,4,0.7,cuda,11,40,20,0.183813,0.265018,0.197572,0.105635,0.046073,0.100717,0.25859,0.191561,0.449132,1.08458,2.4853,1.968,-0.496035,2.7639,2.2143,1.508397,2.6977,2.0385,0.934502,2.0911,1.6168,0.127171,1.8694,1.4449,0.575584,1.8459,1.405,2.0,5.1429
286,2026-01-06 12:50:00,0.017381,2000,lasso,0.008624,2000,rf,490,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,4,0.061512,330,19,0.913575,0.805511,0.09111,0.078445,0,4,-1,cuda,672,72,48,True,64,12014.96064,5.655453,0.040592,0.025213,24,12,1,1.033619,0.709038,0.016949,0.753107,0.018468,-4.8,2.9,0.020471,30,155,2400,5,3,5,5,3,61,0.1,0.25,0.5,0.75,0.9,384,655.187967,6.314846,0.062735,4,0.7,cuda,11,32,20,0.296283,0.26265,0.144424,-0.027368,-0.128088,0.037888,0.368801,0.314071,0.27924,1.744786,8.9583,7.5685,-0.469963,2.7423,2.2006,1.52984,2.68,2.0292,1.195878,2.2578,1.7633,0.300071,2.1121,1.6393,0.72836,2.1537,1.6666,2.0,6.4638
287,2026-01-06 12:51:00,0.016803,2000,ridge,0.500479,2000,rf,470,20,15,18,sqrt,0,4,lgbm,regression,gbdt,31,5,0.063679,500,20,0.836259,0.986099,0.093522,0.083797,0,4,-1,cuda,672,72,48,True,64,11259.72214,0.008361,0.049323,0.023342,24,12,1,1.083108,0.689495,0.027523,0.694979,0.012284,-5.2,3.1,0.042246,30,96,2500,5,2,3,5,3,61,0.1,0.25,0.5,0.75,0.9,256,619.266084,5.630211,0.076864,4,0.7,cuda,11,40,20,0.065767,0.127458,0.101439,0.048471,0.014119,0.118954,0.300016,0.141902,0.439128,0.494493,2.369,1.8399,-0.502681,2.7638,2.2138,1.477122,2.652,2.006,0.762993,2.056,1.5706,-0.000153,1.8516,1.4305,0.41442,1.8209,1.3964,2.0,4.1054
288,2026-01-06 12:53:00,0.011985,2000,ridge,0.500404,2000,rf,550,20,18,20,sqrt,0,4,lgbm,regression,gbdt,31,3,0.060163,490,21,0.942192,0.786284,0.23189,0.088962,0,4,-1,cuda,672,72,48,True,96,31114.98524,0.184372,0.031896,0.019334,24,12,1,1.110812,0.633584,0.01035,0.739714,0.01688,-4.6,2.9,0.020331,32,156,3000,5,4,4,5,3,61,0.1,0.25,0.5,0.75,0.9,128,609.560878,6.132948,0.058638,4,0.7,cuda,11,40,16,0.157554,0.20054,0.185372,0.107914,0.044694,0.182374,0.325574,0.220151,0.271902,0.918016,2.3783,1.8755,-0.476668,2.7575,2.2091,1.560149,2.8002,2.1097,1.247977,2.3858,1.876,0.14705,1.9443,1.4974,0.582659,1.957,1.4949,2.0,4.879
289,2026-01-06 12:55:00,0.017819,2000,lasso,0.019539,2000,rf,500,20,15,19,sqrt,0,4,lgbm,regression,gbdt,31,4,0.065679,500,20,0.820318,0.89793,0.097631,0.159774,0,4,-1,cuda,672,72,48,True,32,10786.32365,0.189836,0.044962,0.027872,24,12,1,1.077461,0.702919,0.02114,0.729702,0.030568,-4.8,3.2,0.113674,31,125,3950,10,3,5,5,3,61,0.1,0.25,0.5,0.75,0.9,512,675.459242,5.345059,0.068672,4,0.7,cuda,11,40,20,0.15012,0.169724,0.123231,0.058933,0.015737,0.280712,0.222936,0.218203,0.278149,0.542008,2.2838,1.7699,-0.423261,2.7279,2.1925,1.46097,2.6423,2.0011,0.926582,2.1331,1.6619,0.162652,1.8587,1.4246,0.593149,1.8987,1.4553,2.0,4.7146
290,2026-01-06 13:37:00,0.015386,2000,ridge,0.500463,2000,rf,490,20,16,17,sqrt,0,4,lgbm,regression,gbdt,31,5,0.071502,480,20,0.919866,0.821667,0.213509,0.074837,0,4,-1,cuda,672,72,48,True,64,9455.796727,0.413661,0.082109,0.018322,24,12,1,1.446295,0.556849,0.014219,0.386794,0.032113,-5.2,2.8,0.058778,30,96,1750,5,2,4,3,3,61,0.1,0.25,0.5,0.75,0.9,128,441.994867,6.980079,0.09633,4,0.7,cuda,12,32,20,0.13738,0.242116,0.201169,0.103597,0.047812,0.07729,0.303196,0.167365,0.452148,1.213804,2.8751,2.2547,-0.476452,2.7569,2.2086,1.527813,2.7274,2.0564,1.094573,2.1705,1.6957,0.2561,1.8482,1.4211,0.635957,1.8486,1.4134,2.0,5.1577
291,2026-01-06 13:39:00,0.021385,2000,ridge,0.500422,2000,rf,470,20,15,18,sqrt,0,4,lgbm,regression,gbdt,31,5,0.120575,520,20,0.786944,0.813144,0.082185,0.145611,0,4,-1,cuda,672,72,48,True,96,14385.0155,2.171543,0.039129,0.025738,24,12,1,1.509971,0.723489,0.003666,0.321523,0.027753,-2.0,3.1,0.019277,29,155,2650,4,5,5,5,3,61,0.1,0.25,0.5,0.75,0.9,128,641.295313,6.484648,0.064621,4,0.7,cuda,11,40,20,0.15051,0.133094,0.133183,0.065468,0.002578,0.046792,0.247747,0.195765,0.509697,0.759958,4.7165,3.4504,-0.539212,2.7821,2.2353,1.477122,2.652,2.006,0.506707,1.9867,1.5038,0.15376,1.8026,1.3644,0.385484,1.7527,1.3203,2.0,4.8256
292,2026-01-06 13:45:00,0.020504,2000,ridge,0.208878,2000,rf,360,21,15,20,sqrt,0,4,lgbm,regression,gbdt,31,3,0.143823,500,20,0.802397,0.795743,0.074132,0.168351,0,4,-1,cuda,672,72,48,True,64,12150.75293,0.201942,0.051132,0.026174,24,12,1,1.554446,0.52317,0.211053,0.368621,0.037915,-4.8,3.3,0.044561,22,128,2300,5,4,4,5,3,61,0.1,0.25,0.5,0.75,0.9,512,573.527038,5.766405,0.051025,4,0.7,cuda,12,40,16,0.045474,0.035612,-0.004017,-0.039628,-0.020204,0.230765,0.21025,0.239757,0.319228,-0.084245,2.4418,1.8879,-0.534711,2.781,2.2339,1.436702,2.6416,1.9937,0.660326,2.0547,1.596,0.189827,1.8375,1.4087,0.4297,1.891,1.4495,2.0,3.6055
293,2026-01-06 13:46:00,0.020269,2000,ridge,0.203457,2000,rf,350,21,15,20,sqrt,0,4,lgbm,regression,gbdt,31,3,0.096456,490,20,0.80104,0.779153,0.073981,0.086593,0,4,-1,cuda,672,72,48,True,64,12824.71526,0.014236,0.057723,0.026288,24,12,1,1.613061,0.615266,0.210161,0.36251,0.039023,-4.5,2.9,0.043611,22,128,2050,5,4,4,5,2,61,0.1,0.25,0.5,0.75,0.9,512,530.007506,5.760188,0.050819,4,0.7,cuda,12,40,16,0.07479,0.186421,0.17518,0.096493,0.048201,0.158606,0.229889,0.25029,0.361215,0.988014,2.5603,2.0248,-0.534718,2.781,2.2339,1.47411,2.6168,1.9857,0.44824,2.0085,1.555,-0.025629,1.8879,1.4592,0.512249,1.954,1.4972,2.0,4.6339
294,2026-01-06 13:48:00,0.017934,2000,ridge,0.203742,2000,rf,390,21,17,20,sqrt,0,4,lgbm,regression,gbdt,31,3,0.136344,470,21,0.677462,0.785719,0.068791,0.092658,0,4,-1,cuda,672,72,48,True,64,10588.82332,0.008894,0.046611,0.026537,24,12,1,1.558915,0.509438,0.208016,0.370206,0.037119,-4.7,2.7,0.067432,22,128,2250,5,4,4,3,3,61,0.1,0.25,0.5,0.75,0.9,512,571.645745,5.476793,0.053466,4,0.7,cuda,12,32,16,0.129796,0.209712,0.20054,0.122212,0.056954,0.140882,0.248946,0.257215,0.352957,1.035861,2.4585,1.9492,-0.515129,2.7629,2.2139,1.489667,2.6705,2.0241,0.882227,2.1909,1.706,0.181022,1.8883,1.4585,0.674437,2.0101,1.5393,2.0,4.8858
295,2026-01-06 13:49:00,0.016235,2000,ridge,0.205913,2000,rf,450,16,15,20,sqrt,0,4,lgbm,regression,gbdt,31,3,0.106904,490,20,0.776668,0.795448,0.268964,0.040685,0,4,-1,cuda,672,72,48,True,64,12346.42973,0.225496,0.052061,0.022835,24,12,1,1.586439,0.539415,0.216087,0.354056,0.035464,-4.8,3.1,0.401585,38,96,2300,4,4,4,5,3,61,0.1,0.25,0.5,0.75,0.9,512,600.416534,7.468049,0.053808,4,0.7,cuda,12,40,16,0.160701,0.265348,0.225749,0.127398,0.051349,0.196644,0.306154,0.233745,0.263457,1.203261,2.6088,2.0612,-0.495935,2.7639,2.2143,1.533283,2.7411,2.0695,1.198594,2.2675,1.8017,0.157429,1.9191,1.4819,0.671833,2.0412,1.5673,2.0,5.238
296,2026-01-06 13:51:00,0.020486,2000,ridge,0.201518,2000,rf,500,19,18,20,sqrt,0,4,lgbm,regression,gbdt,31,3,0.130818,500,19,0.796411,0.76856,0.100862,0.081208,0,4,-1,cuda,672,72,48,True,64,50605.44772,0.217554,0.14828,0.02471,24,12,1,1.536265,0.518222,0.221181,0.397365,0.040765,-4.7,2.9,0.038504,22,156,2200,5,4,4,3,7,61,0.1,0.25,0.5,0.75,0.9,512,555.090945,4.938404,0.050986,4,0.7,cuda,13,40,16,0.138369,0.165588,0.117176,0.060282,0.0369,0.240087,0.228413,0.219123,0.312377,0.595577,2.2726,1.7711,-0.534718,2.781,2.2339,1.463653,2.6254,1.9908,0.820406,2.1231,1.6719,0.15645,1.8394,1.4168,0.536697,1.8833,1.4473,2.0,4.589
297,2026-01-06 13:52:00,0.018485,2000,ridge,0.201623,2000,rf,570,21,15,21,sqrt,0,4,lgbm,regression,gbdt,31,3,0.103237,500,20,0.924865,0.743261,0.075965,0.115169,0,4,-1,cuda,672,72,48,True,64,10988.34745,0.356472,0.13719,0.024181,24,12,1,1.635829,0.791883,0.205815,0.662407,0.037989,-4.8,3.2,0.082378,23,128,2350,8,4,4,6,3,61,0.1,0.25,0.5,0.75,0.9,512,586.404157,5.711625,0.061372,4,0.7,cuda,11,40,16,0.103477,0.138759,0.116217,0.055576,0.03786,0.133773,0.29386,0.235338,0.337029,0.668421,2.6911,2.0862,-0.515968,2.7631,2.2141,1.459492,2.6309,1.9937,0.675196,1.9977,1.5705,-0.04201,1.8549,1.4217,0.468122,1.9398,1.4943,2.0,4.2545
298,2026-01-06 13:54:00,0.017293,2000,ridge,0.201194,2000,rf,370,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.087083,480,20,0.804174,0.803923,0.07259,0.097982,0,4,-1,cuda,672,72,48,True,64,15022.02323,0.015337,0.052431,0.025019,24,12,1,1.491778,0.481978,0.282865,0.341946,0.032981,-4.8,3.1,0.019889,21,96,1550,5,1,4,5,2,61,0.1,0.25,0.5,0.75,0.9,512,716.367352,9.765895,0.140199,4,0.7,cuda,12,32,16,0.182194,0.256025,0.213579,0.131325,0.057824,0.143909,0.232499,0.219979,0.403613,1.174324,2.5175,2.0181,-0.507192,2.7659,2.2162,1.481943,2.668,2.0214,0.883664,2.0411,1.5866,0.167793,1.8524,1.4349,0.619301,1.9112,1.4723,2.0,5.1702
299,2026-01-06 14:20:00,0.019363,2000,ridge,0.201234,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,3,0.139071,500,24,0.615271,0.793527,0.097778,0.071543,0,4,-1,cuda,672,72,48,True,64,11983.71716,0.341483,0.142021,0.021338,24,12,1,1.553102,0.578882,0.233799,0.726816,0.029755,-4.6,2.8,0.047731,40,126,2300,5,4,6,5,3,61,0.1,0.25,0.5,0.75,0.9,128,657.0645,4.344275,0.055771,4,0.7,cuda,12,40,16,0.065078,0.095354,0.044514,0.004826,-0.0003,0.157006,0.257522,0.220079,0.365393,0.197078,2.5007,1.9486,-0.518606,2.7696,2.222,1.470995,2.6506,2.0135,0.717932,2.0276,1.5997,0.09223,1.8607,1.4357,0.444034,1.7895,1.3701,2.0,3.8614
300,2026-01-06 14:22:00,0.019114,2000,ridge,0.201007,2000,rf,350,15,16,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.14658,490,24,0.783342,0.794727,0.107892,0.07444,0,4,-1,cuda,672,72,48,True,64,11422.68311,0.217712,0.144168,0.021484,24,12,1,1.601489,0.581845,0.233577,0.713158,0.029247,-4.6,2.7,0.045129,39,126,1650,7,4,6,5,3,61,0.1,0.25,0.5,0.75,0.9,128,676.611478,1.219866,0.056292,4,0.7,cuda,12,40,16,0.129736,0.171613,0.122932,0.041367,-0.003297,0.17513,0.265956,0.169095,0.38982,0.495507,2.3125,1.7866,-0.518606,2.7696,2.222,1.507553,2.6737,2.0306,0.824421,2.0233,1.5728,0.09079,1.7693,1.3645,0.435153,1.7296,1.32,2.0,4.439
301,2026-01-06 14:24:00,0.018065,2000,ridge,0.200947,2000,rf,350,15,18,20,sqrt,0,4,lgbm,regression,gbdt,15,5,0.137611,490,24,0.623429,0.788428,0.094767,0.035402,0,4,-1,cuda,672,72,48,True,64,13121.57807,0.184405,0.140602,0.027178,24,12,1,1.552857,0.575769,0.238437,0.730317,0.030347,-4.3,2.8,0.019773,40,126,2300,5,4,6,5,3,61,0.1,0.25,0.5,0.75,0.9,128,623.777368,4.384615,0.060658,4,0.7,cuda,12,40,16,0.076859,0.103387,0.056625,-0.005665,0.011151,0.143719,0.290857,0.211087,0.354338,0.28868,2.4182,1.8756,-0.515968,2.7631,2.2141,1.473573,2.6719,2.0207,0.625197,1.9124,1.483,0.083666,1.8496,1.4347,0.368471,1.7586,1.3502,2.0,3.8957
302,2026-01-06 15:38:00,0.017949,2000,ridge,0.201133,2000,rf,350,15,18,20,sqrt,0,4,lgbm,regression,gbdt,15,3,0.14545,480,24,0.638819,0.76602,0.095379,0.033464,0,4,-1,cuda,672,72,48,True,64,13094.22586,0.621207,0.142123,0.021865,24,12,1,1.546364,0.588699,0.232735,0.707763,0.030258,-4.1,2.4,0.021628,40,96,2250,5,4,6,5,3,61,0.1,0.25,0.5,0.75,0.9,128,622.744565,4.780238,0.063195,4,0.7,cuda,12,40,16,0.113579,0.121972,0.117956,0.082614,0.040438,0.068193,0.28559,0.22343,0.422786,0.620347,2.9568,2.2458,-0.515968,2.7631,2.2141,1.473573,2.6719,2.0207,0.760533,2.098,1.6501,0.257723,1.8604,1.4361,0.52468,1.8381,1.4112,2.0,4.3949
303,2026-01-06 15:40:00,0.016859,2000,ridge,0.200991,2000,rf,350,15,18,20,sqrt,0,4,lgbm,regression,gbdt,15,5,0.140895,500,24,0.6181,0.7918,0.090768,0.036324,0,4,-1,cuda,672,72,48,True,64,14313.02494,0.328256,0.137278,0.021168,24,12,1,1.529117,0.61226,0.237966,0.688088,0.029742,-3.9,2.6,0.042472,40,126,2150,5,4,6,5,3,61,0.1,0.25,0.5,0.75,0.9,128,644.864144,9.398015,0.060026,4,0.7,cuda,12,40,16,0.117326,0.175659,0.148831,0.078357,0.041007,0.095723,0.310182,0.184434,0.409661,0.787821,2.5578,1.9859,-0.502656,2.7638,2.2139,1.473573,2.6719,2.0207,1.085375,2.1449,1.6876,0.104493,1.7879,1.3755,0.545438,1.812,1.3847,2.0,4.5494
304,2026-01-06 15:41:00,0.018054,2000,ridge,0.236023,2000,rf,340,15,18,20,sqrt,0,4,lgbm,regression,gbdt,15,5,0.134243,490,24,0.633002,0.772995,0.096968,0.07907,0,4,-1,cuda,672,72,48,True,64,11649.93499,0.20138,0.138624,0.027061,24,12,1,1.56549,0.566959,0.241233,0.726103,0.031265,-4.3,2.8,0.019629,40,156,2300,5,4,6,5,3,61,0.1,0.25,0.5,0.75,0.9,128,600.718257,4.319459,0.066546,4,0.7,cuda,12,40,16,0.16262,0.286421,0.254436,0.136001,0.056445,0.083951,0.282015,0.164706,0.469328,1.334055,2.6196,2.104,-0.515132,2.7629,2.2139,1.489578,2.6961,2.0424,0.69864,1.9837,1.5394,0.08075,1.8192,1.4041,0.459822,1.76,1.3399,2.0,5.1179
305,2026-01-06 15:43:00,0.018791,2000,ridge,0.200924,2000,rf,350,15,18,20,sqrt,0,4,lgbm,regression,gbdt,15,3,0.139422,500,24,0.626214,0.782535,0.101608,0.077369,0,4,-1,cuda,672,72,48,True,64,12848.039,0.563734,0.142665,0.02681,24,12,1,1.020022,0.569543,0.226359,0.730328,0.025524,-4.1,2.9,0.019599,40,96,2300,5,4,6,5,3,61,0.1,0.25,0.5,0.75,0.9,128,639.174617,4.43742,0.072475,4,0.7,cuda,12,40,16,0.13801,0.191427,0.1622,0.106595,0.049131,0.088565,0.271772,0.256311,0.383352,0.885756,2.8913,2.2259,-0.515237,2.7664,2.2183,1.473573,2.6719,2.0207,0.798325,2.1772,1.7002,0.28627,1.9009,1.4638,0.557903,1.873,1.4324,2.0,4.7358
306,2026-01-06 15:45:00,0.013395,2000,ridge,0.200714,2000,rf,370,15,18,19,sqrt,0,4,lgbm,regression,gbdt,15,5,0.128664,490,24,0.851012,0.775315,0.092958,0.055541,0,4,-1,cuda,672,72,48,True,64,10026.93595,0.015727,0.141219,0.019944,24,12,1,1.52339,0.602362,0.245236,0.936341,0.032018,-4.4,2.8,0.051106,39,126,2200,5,4,6,5,3,61,0.1,0.25,0.5,0.75,0.9,128,511.717711,8.231715,0.109246,4,0.7,cuda,12,40,16,0.04967,0.118555,0.107794,0.057674,0.02542,0.072046,0.266803,0.175368,0.485784,0.569995,2.4452,1.9019,-0.47675,2.7575,2.2091,1.55893,2.805,2.1169,0.792855,2.0618,1.5854,0.114883,1.8966,1.4745,0.515838,1.8129,1.3838,2.0,4.0951
307,2026-01-06 15:46:00,0.017264,2000,ridge,0.200835,2000,rf,360,15,17,20,sqrt,0,4,lgbm,regression,gbdt,15,5,0.139846,480,24,0.602447,0.997951,0.19691,0.034159,0,4,-1,cuda,672,72,48,True,64,11886.35449,0.000929,0.135772,0.02734,24,12,1,0.627553,0.589826,0.22825,0.701641,0.028449,-5.3,2.6,0.189526,40,156,1850,5,4,6,5,3,61,0.1,0.25,0.5,0.75,0.9,192,574.816476,3.953878,0.113302,4,0.7,cuda,12,40,16,0.102308,0.221763,0.181685,0.07443,0.039418,0.103402,0.312567,0.211332,0.372699,1.118568,2.6985,2.1313,-0.507192,2.7659,2.2162,1.504762,2.7079,2.0488,0.842908,2.0789,1.6192,0.24264,1.9204,1.4963,0.531495,1.8701,1.4473,2.0,4.9655
